name,slug,description,address,city,state,country,pincode,latitude,longitude,contact_number,email,website_url,specialties,operating_hours,google_rating,google_review_count,google_place_id,google_maps_url,profile_image,amenities,owner_email,is_approved,verification_status,claim_status
"Dermatologist Dr Sujit Shanshanwal, Hair Transplant Surgeon",dermatologist-dr-sujit-shanshanwal-hair-transplant-surgeon,,"Acme Mall, Rizvi Park CHS, #101, 1st Floor, A-Wing, Swami Vivekananda Rd, near Reliance, Santacruz (West), Mumbai, Maharashtra 400054, India",Mumbai,Maharashtra,India,400054,19.088827,72.8379729,917021422838,,http://www.skinamour.in/,"Skin care clinic, Hair transplantation clinic, Dermatologist","{""Monday"": ""1:30 to 7\u202fPM"", ""Tuesday"": ""1:30 to 7\u202fPM"", ""Wednesday"": ""1:30 to 7\u202fPM"", ""Thursday"": ""1:30 to 7\u202fPM"", ""Friday"": ""1:30 to 7\u202fPM"", ""Saturday"": ""1:30 to 7\u202fPM"", ""Sunday"": ""Closed""}",5,229,ChIJ2cymo6XJ5zsRrRSqpF15LS0,https://www.google.com/maps/search/?api=1&query=Dermatologist%20Dr%20Sujit%20Shanshanwal%2C%20Hair%20Transplant%20Surgeon&query_place_id=ChIJ2cymo6XJ5zsRrRSqpF15LS0,https://lh3.googleusercontent.com/p/AF1QipNfBekA80YtCvT-DdK5NCR0kiF-1BW6tFMWwxXN=w408-h266-k-no,Wheelchair Accessible,mum.dermatologistdrsujit.852@antidote-temp.com,FALSE,pending,unclaimed
Youthville Clinic,youthville-clinic,,"02, Groundfloor, AROMA Co-operating housing Society Ltd, New Link Rd, Oshiwara, Andheri West, Mumbai, Maharashtra 400053, India",Mumbai,Maharashtra,India,400053,19.1468078,72.8310523,918591411258,,https://youthvilleclinic.com/,"Skin care clinic, Doctor, Hair transplantation clinic, Laser hair removal service, Dermatologist","{""Monday"": ""11\u202fAM to 7\u202fPM"", ""Tuesday"": ""11\u202fAM to 7\u202fPM"", ""Wednesday"": ""11\u202fAM to 7\u202fPM"", ""Thursday"": ""11\u202fAM to 7\u202fPM"", ""Friday"": ""11\u202fAM to 7\u202fPM"", ""Saturday"": ""11\u202fAM to 7\u202fPM"", ""Sunday"": ""Closed""}",5,227,ChIJd5RvMfS35zsRGh4f1UHeXZs,https://www.google.com/maps/search/?api=1&query=Youthville%20Clinic&query_place_id=ChIJd5RvMfS35zsRGh4f1UHeXZs,https://lh3.googleusercontent.com/p/AF1QipPOnxuOipkANWHwJ68mgzKuuVqPs_GtjKWohweb=w408-h408-k-no,Appointment Required,mum.youthvilleclinic.273@antidote-temp.com,FALSE,pending,unclaimed
"Dr. Charisma's Skin Clinic - Dermatologist Cosmetologist in Goregaon, Skin, Hair Aesthetic Treatment in Goregaon",dr-charismas-skin-clinic-dermatologist-cosmetologist-in-goregaon-skin-hair-aesthetic-treatment-in-goregaon,,"Shop No.12, Yashodham Business Centre, Aba Karmarkar Rd, next to royal challanage hotel, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",Mumbai,Maharashtra,India,400063,19.1743242,72.8634049,917777046432,,https://drcharismaskinclinic.com/,"Skin care clinic, Hair transplantation clinic, Dermatologist","{""Monday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Tuesday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Wednesday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Thursday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Friday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Saturday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Sunday"": ""Closed""}",5,220,ChIJwSROaSm35zsRa2o1MYFbEpE,https://www.google.com/maps/search/?api=1&query=Dr.%20Charisma's%20Skin%20Clinic%20-%20Dermatologist%20Cosmetologist%20in%20Goregaon%2C%20Skin%2C%20Hair%20Aesthetic%20Treatment%20in%20Goregaon&query_place_id=ChIJwSROaSm35zsRa2o1MYFbEpE,https://lh3.googleusercontent.com/p/AF1QipPmzHAEmpZ952e3pS6nLZj7u6HQ70zlRDfa178L=w408-h408-k-no,"Free Parking, Digital Payments, Appointment Required",mum.drcharismasskinclini.267@antidote-temp.com,FALSE,pending,unclaimed
Dr Shareefa's Skin Care Clinic,dr-shareefas-skin-care-clinic,,"4th floor, niramay clinic, Wadhwa the Epicentre, 425, Waman Tukaram Patil Marg, near D mart, MBPT Colony, Best Colony, Chembur, Mumbai, Maharashtra 400071, India",Mumbai,Maharashtra,India,400071,19.0480029,72.9101641,917038010409,,https://www.drshareefachause.com/,Dermatologist,"{""Monday"": ""7 to 10\u202fPM"", ""Tuesday"": ""7 to 10\u202fPM"", ""Wednesday"": ""7 to 10\u202fPM"", ""Thursday"": ""7 to 10\u202fPM"", ""Friday"": ""7 to 10\u202fPM"", ""Saturday"": ""7 to 10\u202fPM"", ""Sunday"": ""Closed""}",5,218,ChIJ52ajieHH5zsRbir3rQJqcZ4,https://www.google.com/maps/search/?api=1&query=Dr%20Shareefa's%20Skin%20Care%20Clinic&query_place_id=ChIJ52ajieHH5zsRbir3rQJqcZ4,https://lh3.googleusercontent.com/p/AF1QipOTPIzxOvIoKCj95tORR9h2LhWN-sXu2D-mFQfR=w408-h544-k-no,"Digital Payments, Appointment Required",mum.drshareefasskincarec.825@antidote-temp.com,FALSE,pending,unclaimed
DERMEXPERIA - Dermatologist in Santa Cruz Mumbai | Skin Doctor in Santacruz Mumbai | Hair Transplant Clinic Santacruz,dermexperia-dermatologist-in-santa-cruz-mumbai-skin-doctor-in-santacruz-mumbai-hair-transplant-clinic-santacruz,,"1st floor, Ashirwad Building, Tagore Rd, near Laxminarayan Temple, Navyug Colony, Santacruz (West), Mumbai, Maharashtra 400054, India",Mumbai,Maharashtra,India,400054,19.08285,72.8364108,918369705314,,https://dermexperia.com/,"Skin care clinic, Hair transplantation clinic, Laser hair removal service, Pediatric dermatologist, Dermatologist","{""Monday"": ""12 to 8:30\u202fPM"", ""Tuesday"": ""12 to 8:30\u202fPM"", ""Wednesday"": ""12 to 8:30\u202fPM"", ""Thursday"": ""12 to 8:30\u202fPM"", ""Friday"": ""12 to 8:30\u202fPM"", ""Saturday"": ""12 to 8:30\u202fPM"", ""Sunday"": ""12 to 8:30\u202fPM""}",5,200,ChIJWfK2uV1m_m8Ru-GVWwJURmA,https://www.google.com/maps/search/?api=1&query=DERMEXPERIA%20-%20Dermatologist%20in%20Santa%20Cruz%20Mumbai%20%7C%20Skin%20Doctor%20in%20Santacruz%20Mumbai%20%7C%20Hair%20Transplant%20Clinic%20Santacruz&query_place_id=ChIJWfK2uV1m_m8Ru-GVWwJURmA,https://lh3.googleusercontent.com/p/AF1QipP1kKsmRzdDRbD7vs7yNPTwDrrDy4Dsx1RRrrf0=w408-h674-k-no,Credit Cards Accepted,mum.dermexperiadermatolo.442@antidote-temp.com,FALSE,pending,unclaimed
"Derma Pro Center | Dr. Vilaksh Jain | Dr. Radha Mundhra Jain | Skin, hair, aesthetic and dermatosurgery Clinic",derma-pro-center-dr-vilaksh-jain-dr-radha-mundhra-jain-skin-hair-aesthetic-and-dermatosurgery-clinic,,"1st Floor, Derma Pro Center, Mandor Solitaire, Plot No. 162, Rd Number 2, Jawahar Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",Mumbai,Maharashtra,India,400104,19.1595307,72.8474972,919833020606,,http://wa.link/syqcxo,"Skin care clinic, Doctor, Laser hair removal service, Pediatric dermatologist, Dermatologist","{""Monday"": ""10\u202fAM to 12:45\u202fPM, 4:30 to 9\u202fPM"", ""Tuesday"": ""10\u202fAM to 12:45\u202fPM, 4:15 to 9\u202fPM"", ""Wednesday"": ""10\u202fAM to 12:45\u202fPM, 4:15 to 9\u202fPM"", ""Thursday"": ""10\u202fAM to 12:45\u202fPM, 4:15 to 9\u202fPM"", ""Friday"": ""10:15\u202fAM to 12:45\u202fPM, 4:15 to 9\u202fPM"", ""Saturday"": ""10:15\u202fAM to 12:45\u202fPM, 4:15 to 9\u202fPM"", ""Sunday"": ""Closed""}",5,199,ChIJYU6FcgC35zsRRoyg2MCFnz8,https://www.google.com/maps/search/?api=1&query=Derma%20Pro%20Center%20%7C%20Dr.%20Vilaksh%20Jain%20%7C%20Dr.%20Radha%20Mundhra%20Jain%20%7C%20Skin%2C%20hair%2C%20aesthetic%20and%20dermatosurgery%20Clinic&query_place_id=ChIJYU6FcgC35zsRRoyg2MCFnz8,https://lh3.googleusercontent.com/p/AF1QipPEovqUt6Wxj1T6eQsmpAfJP0JnkDWKrUC2nKEH=w413-h240-k-no,Digital Payments,mum.dermaprocenterdrvila.470@antidote-temp.com,FALSE,pending,unclaimed
Dr. Nelogi's Glow Skin Hair & Laser Clinic,dr-nelogis-glow-skin-hair-laser-clinic,,"C 308, Shreedham Splendour, New Link Road Anand Nagar, Oshiwara, Andheri West, Mumbai, Maharashtra 400102, India",Mumbai,Maharashtra,India,400102,19.1497152,72.8359163,919769244122,,https://www.glowskinhairlaserclinic.com/,Laser hair removal service,"{""Monday"": ""11\u202fAM to 8\u202fPM"", ""Tuesday"": ""11\u202fAM to 8\u202fPM"", ""Wednesday"": ""11\u202fAM to 8\u202fPM"", ""Thursday"": ""11\u202fAM to 8\u202fPM"", ""Friday"": ""11\u202fAM to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 8\u202fPM"", ""Sunday"": ""Closed""}",5,190,ChIJ3WL_YgS35zsRI_YBa5QQ-2I,https://www.google.com/maps/search/?api=1&query=Dr.%20Nelogi's%20Glow%20Skin%20Hair%20%26%20Laser%20Clinic&query_place_id=ChIJ3WL_YgS35zsRI_YBa5QQ-2I,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npGDWMYK-UMTpoKQ1Pf_jcPid0lGFWXuby_EzblYORPk97ThaRPxmHxeKcp1WQqCWQ4NSHknuL2XXEVbc5KP5p0SC6XShnSVdPyoDCtbI3q-76bKlpR7YZMk9rXeJhKoBV-lRFw=w408-h544-k-no,,mum.drnelogisglowskinhai.318@antidote-temp.com,FALSE,pending,unclaimed
Maven Esthetics: Dr. Geoffrey Vaz,maven-esthetics-dr-geoffrey-vaz,,"Manu Apartment, B/103, JP Rd, Aram Nagar, Seven Bunglow, Andheri West, Mumbai, Maharashtra 400061, India",Mumbai,Maharashtra,India,400061,19.1283977,72.8157183,917777056250,,https://www.mavenesthetics.in/,"Skin care clinic, Hair transplantation clinic, Laser hair removal service, Dermatologist","{""Monday"": ""10\u202fAM to 8\u202fPM"", ""Tuesday"": ""10\u202fAM to 8\u202fPM"", ""Wednesday"": ""10\u202fAM to 8\u202fPM"", ""Thursday"": ""10\u202fAM to 8\u202fPM"", ""Friday"": ""10\u202fAM to 8\u202fPM"", ""Saturday"": ""10\u202fAM to 8\u202fPM"", ""Sunday"": ""10\u202fAM to 6\u202fPM""}",5,184,ChIJd5I19JLJ5zsRisu5JG6G11c,https://www.google.com/maps/search/?api=1&query=Maven%20Esthetics%3A%20Dr.%20Geoffrey%20Vaz&query_place_id=ChIJd5I19JLJ5zsRisu5JG6G11c,https://lh3.googleusercontent.com/p/AF1QipMa8YFReT3EePcCg9h4CzifN1pMh5ZOqepA7CvE=w408-h272-k-no,"Wheelchair Accessible, Digital Payments, Appointment Required",mum.mavenestheticsdrgeof.268@antidote-temp.com,FALSE,pending,unclaimed
Whitestone Dental,whitestone-dental,,"F46A, RUNWAL GREENS, Mulund - Goregaon Link Rd, next to Fortis Hospital, Nahur West, Industrial Area, Mulund West, Mumbai, Maharashtra 400078, India",Mumbai,Maharashtra,India,400078,19.1605652,72.9457712,918655081500,,,Dentist,"{""Monday"": ""11\u202fAM to 8:30\u202fPM"", ""Tuesday"": ""11\u202fAM to 8:30\u202fPM"", ""Wednesday"": ""11\u202fAM to 8:30\u202fPM"", ""Thursday"": ""11\u202fAM to 8:30\u202fPM"", ""Friday"": ""11\u202fAM to 8:30\u202fPM"", ""Saturday"": ""11\u202fAM to 8:30\u202fPM"", ""Sunday"": ""12 to 6\u202fPM""}",5,171,ChIJFctDOFW45zsRwkOANBnY3jg,https://www.google.com/maps/search/?api=1&query=Whitestone%20Dental&query_place_id=ChIJFctDOFW45zsRwkOANBnY3jg,https://lh3.googleusercontent.com/p/AF1QipM6xVkLs_KiC9TaZ6-UsWIOTsSG_9VPYuIJV9JL=w408-h306-k-no,"Wheelchair Accessible, Digital Payments",mum.whitestonedental.974@antidote-temp.com,FALSE,pending,unclaimed
Dr Sushanti Jadhav - NuDerma Clinic,dr-sushanti-jadhav-nuderma-clinic,,"KK Pavilion, 503, opposite Café Irani Chai, above McDonalds, Sindhi Society, Chembur, Mumbai, Maharashtra 400071, India",Mumbai,Maharashtra,India,400071,19.0526055,72.8905223,919920635355,,https://www.medioriaclinic.com/dr-sushanti,"Skin care clinic, Cosmetic surgeon, Hair transplantation clinic, Laser hair removal service, Pediatric dermatologist, Dermatologist","{""Monday"": ""11\u202fAM to 9\u202fPM"", ""Tuesday"": ""11\u202fAM to 9\u202fPM"", ""Wednesday"": ""11\u202fAM to 9\u202fPM"", ""Thursday"": ""11\u202fAM to 9\u202fPM"", ""Friday"": ""11\u202fAM to 9\u202fPM"", ""Saturday"": ""11\u202fAM to 9\u202fPM"", ""Sunday"": ""11:30\u202fAM to 1\u202fPM""}",5,167,ChIJn0hy4wjJ5zsRjtorAWwXrJU,https://www.google.com/maps/search/?api=1&query=Dr%20Sushanti%20Jadhav%20-%20NuDerma%20Clinic&query_place_id=ChIJn0hy4wjJ5zsRjtorAWwXrJU,https://lh3.googleusercontent.com/p/AF1QipP_jy9QiWJ-nxGSGO83vwwaHsAOfxHs7xOQccUp=w408-h328-k-no,"Digital Payments, Appointment Required",mum.drsushantijadhavnude.566@antidote-temp.com,FALSE,pending,unclaimed
